,silhouette,calinski_harabasz,davies_bouldin
10 clusters,0.44568291306495667,497.24517955970606,0.6250480010814419
11 clusters,0.3809843063354492,237.17744755376734,0.7274835127081165
12 clusters,0.383145809173584,4771.559828071299,0.7214086155578859
