period,DAY,DAY,DAY,DAY,DAY,DAY,WEEK,WEEK,WEEK,WEEK,WEEK,WEEK
freq,60s,60s,60s,650s,650s,650s,60s,60s,60s,650s,650s,650s
metric,elbow,gap_statistic,silhouette,elbow,gap_statistic,silhouette,elbow,gap_statistic,silhouette,elbow,gap_statistic,silhouette
cluster_count,,,,,,,,,,,,
10,23.308169128727513,1.9907878337408147,0.44568291306495667,17.905050229254243,2.796067357352631,0.4837716221809387,760885.0477110702,1.1087165836063697,0.5440904498100281,364965.50890523946,1.541683166321878,0.583738386631012
11,16.2825258181157,1.731546518283185,0.3809843063354492,23.186671445617257,1.8126550436015552,0.48197776079177856,246667.83448545626,1.5460283025389359,0.6284254789352417,280173.1954994106,1.1648061442777866,0.6440131068229675
12,12.213471023763304,3.714835319829784,0.383145809173584,13.899149109136893,1.9065859838176027,0.48451194167137146,170573.8915569351,1.6580340452767643,0.6750345230102539,361749.9178400549,1.15618775790713,0.5640975832939148
