,silhouette,calinski_harabasz,davies_bouldin
10 clusters,0.583738386631012,1509.9211125037964,0.5490836622364372
11 clusters,0.6440131068229675,1448.4493222985834,0.4632744272317103
12 clusters,0.5640975832939148,1558.8900155247952,0.40236816219552135
