,silhouette,calinski_harabasz,davies_bouldin
10 clusters,0.4837716221809387,1445.5565005244796,0.6714279108117303
11 clusters,0.48197776079177856,344.13795880619375,0.5712903358426445
12 clusters,0.48451194167137146,694.5971483104681,0.5802909874393507
